ApplicationId,Title,Name,Gender,CareerStage,GrantType,isSalaryGrant,GrantSubType,Institution,State,BroadArea,Category,FoR,TotalAmount,GrantLength
1085606,Prof,Perminder Sachdev,NA,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Clinical Medicine and Science,NEUROSCIENCES,Central Nervous System,625404.05,3
1085637,Prof,Jian Li,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Pharmacology and Pharmaceutical Sciences not elsewhere classified,652180.3,3
1085662,Dr,Lee-Fay Low,NA,Mid Career,Career Development Fellowships,TRUE,Clinical CDF,University of New South Wales,NSW,Clinical Medicine and Science,PUBLIC HEALTH AND HEALTH SERVICES,Aged Health Care,411768,4
1085708,Dr,Lucy Palmer,female,Early Career,NHMRC Project Grants,FALSE,New Investigator Grant,University of Melbourne,VIC,Basic Science,NEUROSCIENCES,Cellular Nervous System,614664,4
1085718,Prof,Paul Curmi,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Structural Biology (incl. Macromolecular Modelling),569154,3
1085752,Dr,Andrew Murphy,male,Mid Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,Baker IDI Heart and Diabetes Institute ,VIC,Basic Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiovascular medicine and Haematology nec,411768,4
1085754,Dr,Deanne Thompson,female,Mid Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,Murdoch Childrens Research Institute,VIC,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics,411768,4
1085765,Dr,Matthew McCormack,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,Walter and Eliza Hall Institute,VIC,Basic Science,ONCOLOGY AND CARCINOGENESIS,Haematological Tumours,603813,3
1085775,A/Pr,Christine Roberts,female,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics,578475,3
1085832,Prof,Karen Edmond,female,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,1969770.8,5
1085842,A/Pr,Kevin Pfleger,male,Mid Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,University of Western Australia,WA,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Basic Pharmacology,455452,4
1085875,Dr,Hugh Reid,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Structural Biology (incl. Macromolecular Modelling),578472,3
1085934,Dr,Meredith O'Keeffe,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant, Macfarlane Burnet Institute for Medical Research and Public Health,VIC,Clinical Medicine and Science,IMMUNOLOGY,Autoimmunity,807786.8,3
1085942,Prof,Alistair Royse,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Melbourne,VIC,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiovascular medicine and Haematology nec,1379436,4
1085977,Prof,Anthony Hannan,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Melbourne,VIC,Basic Science,NEUROSCIENCES,Neurology and Neuromuscular Diseases,658134,3
1085981,Prof,Wolfgang Weninger,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,IMMUNOLOGY,Innate Immunity,583813,3
1085984,Dr,Sarah Heron,female,Mid Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,University of South Australia,SA,Basic Science,GENETICS,Neurogenetics,411768,4
1085996,Prof,Walter Thomas,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Queensland,QLD,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Signal Transduction,588813,3
1086020,Prof,Graham Lieschke,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Basic Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Haematology,579492,3
1086029,Dr,Genevieve Healy,female,Mid Career,Career Development Fellowships,TRUE,Population Health CDF,University of Queensland,QLD,Public Health,HUMAN MOVEMENT AND SPORTS SCIENCE,Human Movement and Sports Science not elsewhere classified,411768,4
1086082,Dr,Lucy Palmer,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Melbourne,VIC,Basic Science,NEUROSCIENCES,Sensory Systems,807251,4
1086083,Prof,George Paxinos,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Basic Science,NEUROSCIENCES,Central Nervous System,352077,3
1086100,Prof,Markus Seibel,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,ANZAC Research Institute,NSW,Basic Science,OTHER MEDICAL AND HEALTH SCIENCES,Medical and Health Sciences not elsewhere classified,615227.5,3
1086141,Prof,Karen Edmond,female,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Health Services,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,1250992.06,4
1086145,Dr,James Fitzpatrick,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,1150278.6,4
1086178,Prof,Paul Gorry,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant, Macfarlane Burnet Institute for Medical Research and Public Health,VIC,Basic Science,MEDICAL MICROBIOLOGY,Medical Virology,636759.7,3
1086181,Prof,Saso Ivanovski,NA,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Griffith University,QLD,Clinical Medicine and Science,DENTISTRY,Periodontics,559936.5,3
1086188,Prof,John McNeil,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Clinical Medicine and Science,NEUROSCIENCES,Neurosciences not elsewhere classified,956185.5,4
1086192,Dr,Chen Au Peh,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Adelaide,SA,Clinical Medicine and Science,CLINICAL SCIENCES,Nephrology and Urology,407165.6,3
1086227,Prof,James Whisstock,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Basic Science,MEDICAL MICROBIOLOGY,Medical Bacteriology,644154,3
1086256,Prof,Ann Simpson,female,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Technology Sydney,NSW,Basic Science,CLINICAL SCIENCES,Endocrinology,810084,4
1086267,Prof,Ruth Hall,female,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,MEDICAL MICROBIOLOGY,Medical Bacteriology,486336.9,3
1086291,Dr,Gemma Kelly,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,Walter and Eliza Hall Institute,VIC,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Development Proliferation and Death,593472,3
1086302,Prof,Hamish Scott,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of South Australia,SA,Basic Science,ONCOLOGY AND CARCINOGENESIS,Haematological Tumours,833939,3
1086311,Prof,Stephen Wilton,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Murdoch University,WA,Clinical Medicine and Science,MEDICINAL AND BIOMOLECULAR CHEMISTRY,Molecular Medicine,792656,4
1086386,Prof,Alex Brown,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of South Australia,SA,Public Health,CLINICAL SCIENCES,Endocrinology,2466326.3,5
1086451,Dr,Patrick Bertolino,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,CLINICAL SCIENCES,Surgery,668474,4
1086530,Dr,Michele Hansen,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,399300.5,3
1086540,A/Pr,David Wilson,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Public Health,ECONOMETRICS,Economic Models and Forecasting,702353,3
1086580,Dr,Lea-Ann Kirkham,NA,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Basic Science,MEDICAL MICROBIOLOGY,Medical Bacteriology,431829.5,3
1086643,Prof,Charles Watson,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Basic Science,NEUROSCIENCES,Central Nervous System,185932,2
1086656,A/Pr,Andreas Lopata,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,James Cook University,QLD,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics,476795,4
1086662,A/Pr,David Curtis,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Haematology,742352.5,4
1086673,A/Pr,Greg Roach,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,Central Queensland University,QLD,Basic Science,MEDICAL PHYSIOLOGY,Systems Physiology,720000,3
1086683,Prof,Nicholas Martin,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Queensland Institute of Medical Research,QLD,Public Health,GENETICS,Quantitative Genetics (incl. Disease and Trait Mapping Genetics),2445015.4,5
1086685,Dr,Motoko Koyama,NA,Early Career,NHMRC Project Grants,FALSE,New Investigator Grant,Queensland Institute of Medical Research,QLD,Basic Science,IMMUNOLOGY,Transplantation Immunology,397077,3
1086727,Prof,Geoffrey Lindeman,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Walter and Eliza Hall Institute,VIC,Clinical Medicine and Science,ONCOLOGY AND CARCINOGENESIS,Cancer Cell Biology,643813,3
1086732,Prof,Derrick Silove,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Mental Health,843495,5
1086754,Dr,Maya Kansara,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,Garvan Institute of Medical Research,NSW,Clinical Medicine and Science,ONCOLOGY AND CARCINOGENESIS,Molecular Targets,627462.5,3
1086770,Dr,Keisuke Horikawa,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,Australian National University,ACT,Basic Science,ONCOLOGY AND CARCINOGENESIS,Haematological Tumours,428086.5,3
1086774,Dr,Susan Rees,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Mental Health,805485,3
1086786,Prof,Matthew Cooper,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Queensland,QLD,Clinical Medicine and Science,MEDICINAL AND BIOMOLECULAR CHEMISTRY,Biologically Active Molecules,991061.65,3
1086796,Dr,Peter Psaltis,male,Early Career,NHMRC Project Grants,FALSE,New Investigator Grant,South Australian Health and Medical Research Institute (SAHMRI),SA,Basic Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiology (incl. Cardiovascular Diseases),451125.5,3
1086804,Dr,Daina Sturnieks,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Preventive Medicine,1558415,5
1086817,A/Pr,Grigori Rychkov,NA,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Adelaide,SA,Basic Science,MEDICAL PHYSIOLOGY,Cell Physiology,558432.6,3
1086825,Dr,Tony Velkov,male,Mid Career,Career Development Fellowships,TRUE,Industry CDF,Monash University,VIC,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Clinical Pharmacology and Therapeutics,455452,4
1086850,Prof,David James,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Metabolism,1036221.5,4
1086851,Prof,David James,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,MEDICAL PHYSIOLOGY,Systems Physiology,1598568.5,5
1086855,Prof,Rick Richardson,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Basic Science,PSYCHOLOGY,Biological Psychology (Neuropsychology Psychopharmacology Physiological Psychology),322881,3
1086865,Prof,William Tarnow-Mordi,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics,854490.35,4
1086887,A/Pr,Julie Atkin,female,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,Macquarie University,NSW,Basic Science,NEUROSCIENCES,Neurology and Neuromuscular Diseases,664154,4
1086952,Dr,Claire Waddington,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,2333317.5,5
1086977,Dr,Edwin Hawkins,male,Mid Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,University of Melbourne,VIC,Basic Science,IMMUNOLOGY,Cellular Immunology,411768,4
1086993,Dr,Nicolas Plachta,male,Mid Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,Monash University,VIC,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Development Proliferation and Death,411768,4
1087006,A/Pr,Stanley Luchters,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant, Macfarlane Burnet Institute for Medical Research and Public Health,VIC,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Health Promotion,706692.35,3
1087045,Dr,James McAuley,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Clinical Medicine and Science,OTHER MEDICAL AND HEALTH SCIENCES,Medical and Health Sciences not elsewhere classified,969852.4,4
1087062,Dr,Camille Raynes-Greenow,female,Mid Career,Career Development Fellowships,TRUE,Population Health CDF,University of Sydney,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,411768,4
1087114,A/Pr,Melinda Fitzgerald,female,Mid Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,University of Western Australia,WA,Basic Science,NEUROSCIENCES,Central Nervous System,455452,4
1087125,Prof,Grant Ramm,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Queensland Institute of Medical Research,QLD,Clinical Medicine and Science,CLINICAL SCIENCES,Gastroenterology and Hepatology,599154,3
1087172,Dr,Sandy Shultz,female,Mid Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,University of Melbourne,VIC,Clinical Medicine and Science,NEUROSCIENCES,Neurology and Neuromuscular Diseases,411768,4
1087192,Prof,Katherine Conigrave,female,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,2109615,5
1087200,A/Pr,Peter Richmond,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics,1009610.5,3
1087224,Prof,Nigel Lovell,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Basic Science,BIOMEDICAL ENGINEERING,Biomedical Engineering nec,916231,5
1087248,Prof,Michael Murray,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Pharmaceutical Sciences,915051.5,4
1087271,A/Pr,Hong Zhou,female,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,ANZAC Research Institute,NSW,Basic Science,OTHER MEDICAL AND HEALTH SCIENCES,Medical and Health Sciences not elsewhere classified,527499.8,3
1087290,Prof,Cuie Wen,NA,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Swinburne University of Technology,VIC,Clinical Medicine and Science,BIOMEDICAL ENGINEERING,Biomaterials,511143.7,3
1087297,Prof,Christopher Liddle,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Basic Pharmacology,628074.95,4
1087308,Prof,Robert Saint,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Adelaide,SA,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Development Proliferation and Death,593472,3
1087341,Dr,Sheila Donnelly,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Technology Sydney,NSW,Basic Science,MEDICAL BIOTECHNOLOGY,Gene and Molecular Therapy,638660.3,3
1087355,Prof,Henry Krum,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Basic Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiology (incl. Cardiovascular Diseases),400587.7,3
1087407,A/Pr,Scott Wilson,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Clinical Medicine and Science,GENETICS,Epigenetics (incl. Genome Methylation and Epigenomics),869045.8,3
1087408,A/Pr,Cecile King,female,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,Garvan Institute of Medical Research,NSW,Basic Science,IMMUNOLOGY,Cellular Immunology,643134,3
1087560,Dr,Mayuresh Korgaonkar,NA,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Clinical Medicine and Science,CLINICAL SCIENCES,Psychiatry (incl. Psychotherapy),418055.7,3
1087665,Dr,Sean Cain,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Clinical Medicine and Science,CLINICAL SCIENCES,Endocrinology,367415,3
1087683,Dr,Allison Hodge,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,Cancer Council Victoria,VIC,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,624340.3,2
1087689,Prof,Bernard Balleine,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,NEUROSCIENCES,Central Nervous System,401398,3
1087700,Prof,Peter Le Souef,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Respiratory Diseases,547647.53,3
1087713,A/Pr,Luke Guddat,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Queensland,QLD,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Structural Biology (incl. Macromolecular Modelling),520105.5,3
1087735,Dr,Darren Creek,male,Early Career,NHMRC Project Grants,FALSE,New Investigator Grant,Monash University,VIC,Basic Science,MEDICAL BIOCHEMISTRY AND METABOLOMICS,Medical Biochemistry and Metabolomics not elsewhere classified,470526,3
